bedtimeStart,Date,bedtimeEnd,Type,Provider,sleepScore,date,lightSleepDuration,sleepLatency,sleepEfficiency,provider,deepSleepDuration,remSleepDuration,CreatedAt,type,totalSleepDuration,averageHR,intenseActivity,caloriesBurned,steps,moderateActivity,softActivity
,2024-01-18,,activity_Withings,Withings,,2024-01-18,,,,Withings,,,1705962821,activity,,,3607,583.225,54,0,180
,2024-01-19,,activity_Withings,Withings,,2024-01-19,,,,Withings,,,1705962815,activity,,,0,6.8,199,0,1140
,2024-01-20,,activity_Withings,Withings,,2024-01-20,,,,Withings,,,1705866868,activity,,,0,160.627,3298,1560,2580
,2024-01-21,,activity_Withings,Withings,,2024-01-21,,,,Withings,,,1705892328,activity,,,3610,590.135,362,0,540
,2024-01-22,,activity_Withings,Withings,,2024-01-22,,,,Withings,,,1706019717,activity,,,0,7.797,226,0,780
,2024-01-23,,activity_Withings,Withings,,2024-01-23,,,,Withings,,,1706159229,activity,,,3127,931.052,5934,2654,2032
,2024-01-24,,activity_Withings,Withings,,2024-01-24,,,,Withings,,,1706159198,activity,,,0,203.447,4401,2327,1079
,2024-01-25,,activity_Withings,Withings,,2024-01-25,,,,Withings,,,1706311003,activity,,,0,279.56,5399,3120,960
,2024-01-26,,activity_Withings,Withings,,2024-01-26,,,,Withings,,,1706486502,activity,,,0,198.02,4731,2100,3480
,2024-01-27,,activity_Withings,Withings,,2024-01-27,,,,Withings,,,1706560842,activity,,,0,88.47,1774,780,2460
,2024-01-28,,activity_Withings,Withings,,2024-01-28,,,,Withings,,,1706560839,activity,,,0,224.769,4872,2160,3180
,2024-01-29,,activity_Withings,Withings,,2024-01-29,,,,Withings,,,1706560837,activity,,,2868,695.345,5162,2220,2700
,2024-01-30,,activity_Withings,Withings,,2024-01-30,,,,Withings,,,1706657650,activity,,,0,191.17,3794,1980,1440
,2024-01-31,,activity_Withings,Withings,,2024-01-31,,,,Withings,,,1706899635,activity,,,2043,487.465,3739,1440,2520
,2024-02-01,,activity_Withings,Withings,,2024-02-01,,,,Withings,,,1706899646,activity,,,0,0.35,10,0,60
,2024-02-02,,activity_Withings,Withings,,2024-02-02,,,,Withings,,,1707061249,activity,,,0,292.985,5655,3120,2521
,2024-02-03,,activity_Withings,Withings,,2024-02-03,,,,Withings,,,1707061257,activity,,,0,178.35,3865,1740,1440
,2024-02-04,,activity_Withings,Withings,,2024-02-04,,,,Withings,,,1707178690,activity,,,0,8.957,247,60,780
,2024-02-05,,activity_Withings,Withings,,2024-02-05,,,,Withings,,,1707226683,activity,,,0,297.3,5240,3120,1382
,2024-02-06,,activity_Withings,Withings,,2024-02-06,,,,Withings,,,1707311374,activity,,,0,203.658,3930,2100,1681
,2024-02-07,,activity_Withings,Withings,,2024-02-07,,,,Withings,,,1707398323,activity,,,4608,934.867,4176,1920,3120
,2024-02-08,,activity_Withings,Withings,,2024-02-08,,,,Withings,,,1707519466,activity,,,0,279.88,5242,2880,2160
,2024-02-09,,activity_Withings,Withings,,2024-02-09,,,,Withings,,,1707579322,activity,,,0,14.92,443,0,2640
,2024-02-10,,activity_Withings,Withings,,2024-02-10,,,,Withings,,,1707694023,activity,,,0,219.939,5318,2400,1800
,2024-02-11,,activity_Withings,Withings,,2024-02-11,,,,Withings,,,1707752614,activity,,,0,10.569,296,0,900
,2024-02-12,,activity_Withings,Withings,,2024-02-12,,,,Withings,,,1707839233,activity,,,2480,637.537,5964,2400,2521
,2024-02-13,,activity_Withings,Withings,,2024-02-13,,,,Withings,,,1707920031,activity,,,0,218.795,4852,2100,4800
,2024-02-14,,activity_Withings,Withings,,2024-02-14,,,,Withings,,,1708005229,activity,,,0,187.824,5274,2459,3301
,2024-02-15,,activity_Withings,Withings,,2024-02-15,,,,Withings,,,1708185885,activity,,,3053,764.877,5255,2820,2280
,2024-02-16,,activity_Withings,Withings,,2024-02-16,,,,Withings,,,1708185875,activity,,,0,18.06,525,120,1500
,2024-02-17,,activity_Withings,Withings,,2024-02-17,,,,Withings,,,1708279269,activity,,,0,166.596,3602,1559,3421
,2024-02-18,,activity_Withings,Withings,,2024-02-18,,,,Withings,,,1708355665,activity,,,5401,1146.307,5211,3000,1080
,2024-02-19,,activity_Withings,Withings,,2024-02-19,,,,Withings,,,1708447999,activity,,,1400,582.584,6612,3660,1980
,2024-02-20,,activity_Withings,Withings,,2024-02-20,,,,Withings,,,1708532584,activity,,,0,190.3,3595,1980,2461
,2024-02-21,,activity_Withings,Withings,,2024-02-21,,,,Withings,,,1708614266,activity,,,1538,282.381,1230,60,3600
,2024-02-22,,activity_Withings,Withings,,2024-02-22,,,,Withings,,,1708729564,activity,,,0,244.463,5322,2520,3780
,2024-02-23,,activity_Withings,Withings,,2024-02-23,,,,Withings,,,1708786150,activity,,,3611,857.346,5044,2880,1800
,2024-02-24,,activity_Withings,Withings,,2024-02-24,,,,Withings,,,1708906797,activity,,,0,244.83,5220,2400,2040
,2024-02-25,,activity_Withings,Withings,,2024-02-25,,,,Withings,,,1708961648,activity,,,0,8.243,252,0,1200
,2024-02-26,,activity_Withings,Withings,,2024-02-26,,,,Withings,,,1709043377,activity,,,0,193.408,4758,2160,1860
,2024-02-27,,activity_Withings,Withings,,2024-02-27,,,,Withings,,,1709215127,activity,,,0,215.174,4474,1920,3720
,2024-02-28,,activity_Withings,Withings,,2024-02-28,,,,Withings,,,1709247310,activity,,,0,285.748,6090,2700,3060
,2024-02-29,,activity_Withings,Withings,,2024-02-29,,,,Withings,,,1709286368,activity,,,0,256.027,5580,2580,2160
,2024-03-01,,activity_Withings,Withings,,2024-03-01,,,,Withings,,,1709560520,activity,,,0,275.028,5055,2580,5219
,2024-03-02,,activity_Withings,Withings,,2024-03-02,,,,Withings,,,1709560570,activity,,,0,189.77,3885,1980,1139
,2024-03-03,,activity_Withings,Withings,,2024-03-03,,,,Withings,,,1709560525,activity,,,0,8.748,273,0,840
,2024-03-04,,activity_Withings,Withings,,2024-03-04,,,,Withings,,,1709812059,activity,,,0,268.86,5861,2460,3301
,2024-03-05,,activity_Withings,Withings,,2024-03-05,,,,Withings,,,1709812060,activity,,,0,326.91,5256,3480,2401
,2024-03-06,,activity_Withings,Withings,,2024-03-06,,,,Withings,,,1709812061,activity,,,0,290.608,5855,3300,1440
,2024-03-07,,activity_Withings,Withings,,2024-03-07,,,,Withings,,,1709904928,activity,,,0,341.78,6437,3600,1980
,2024-03-08,,activity_Withings,Withings,,2024-03-08,,,,Withings,,,1710026166,activity,,,5006,1171.08,5385,3900,1200
,2024-03-09,,activity_Withings,Withings,,2024-03-09,,,,Withings,,,1710727895,activity,,,3608,293.522,154,3608,120
,2024-03-10,,activity_Withings,Withings,,2024-03-10,,,,Withings,,,1710168679,activity,,,0,280.68,5101,2940,1320
,2024-03-11,,activity_Withings,Withings,,2024-03-11,,,,Withings,,,1710256206,activity,,,0,166.706,4280,2160,2040
,2024-03-12,,activity_Withings,Withings,,2024-03-12,,,,Withings,,,1710455938,activity,,,0,272.587,5719,3720,1800
,2024-03-13,,activity_Withings,Withings,,2024-03-13,,,,Withings,,,1710455983,activity,,,0,275.854,6190,2520,5520
,2024-03-14,,activity_Withings,Withings,,2024-03-14,,,,Withings,,,1710727816,activity,,,0,389.395,9381,4804,1310
,2024-03-15,,activity_Withings,Withings,,2024-03-15,,,,Withings,,,1710727816,activity,,,0,322.021,6600,3739,3226
,2024-03-16,,activity_Withings,Withings,,2024-03-16,,,,Withings,,,1710650896,activity,,,4989,811.014,480,0,1079
,2024-03-17,,activity_Withings,Withings,,2024-03-17,,,,Withings,,,1710731305,activity,,,0,220.62,5465,2880,2160
,2024-03-18,,activity_Withings,Withings,,2024-03-18,,,,Withings,,,1710945898,activity,,,0,451.447,5923,4920,1980
,2024-03-19,,activity_Withings,Withings,,2024-03-19,,,,Withings,,,1710945893,activity,,,0,214.398,5862,3960,2340
,2024-03-20,,activity_Withings,Withings,,2024-03-20,,,,Withings,,,1711158529,activity,,,0,769.589,8357,8534,3240
,2024-03-21,,activity_Withings,Withings,,2024-03-21,,,,Withings,,,1711158532,activity,,,0,313.94,6633,3120,2640
,2024-03-22,,activity_Withings,Withings,,2024-03-22,,,,Withings,,,1711322253,activity,,,0,426.86,6115,4740,960
,2024-03-23,,activity_Withings,Withings,,2024-03-23,,,,Withings,,,1711322255,activity,,,0,25.72,687,60,1080
,2024-03-24,,activity_Withings,Withings,,2024-03-24,,,,Withings,,,1711416912,activity,,,0,17.33,475,60,1080
,2024-03-25,,activity_Withings,Withings,,2024-03-25,,,,Withings,,,1711479655,activity,,,0,809.106,9690,8938,2880
,2024-03-26,,activity_Withings,Withings,,2024-03-26,,,,Withings,,,1711490235,activity,,,0,262.195,5173,2640,3000
